name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
RECH001,0,0.0672113,-0.134423,0.134423,0,0.0670655,-0.134131,0.134131
RECH002,0,0.0672113,-0.134423,0.134423,0,0.0670523,-0.134105,0.134105
RECH003,0,0.0672113,-0.134423,0.134423,0,0.0670054,-0.134011,0.134011
RECH004,0,0.0672113,-0.134423,0.134423,0,0.0670331,-0.134066,0.134066
RECH005,0,0.0672113,-0.134423,0.134423,0,0.0671076,-0.134215,0.134215
RECH006,0,0.0672113,-0.134423,0.134423,0,0.0671214,-0.134243,0.134243
RECH007,0,0.0672113,-0.134423,0.134423,0,0.0670883,-0.134177,0.134177
RECH008,0,0.0672113,-0.134423,0.134423,0,0.0669322,-0.133864,0.133864
RECH009,0,0.0672113,-0.134423,0.134423,0,0.0671147,-0.134229,0.134229
RECH010,0,0.0672113,-0.134423,0.134423,0,0.0671118,-0.134224,0.134224
RECH011,0,0.0672113,-0.134423,0.134423,0,0.0670155,-0.134031,0.134031
RECH012,0,0.0672113,-0.134423,0.134423,0,0.0670945,-0.134189,0.134189
RECH013,0,0.0672113,-0.134423,0.134423,0,0.0671143,-0.134229,0.134229
RECH014,0,0.0672113,-0.134423,0.134423,0,0.0670747,-0.134149,0.134149
RECH015,0,0.0672113,-0.134423,0.134423,0,0.0671338,-0.134268,0.134268
RECH016,0,0.0672113,-0.134423,0.134423,0,0.0671129,-0.134226,0.134226
RECH017,0,0.0672113,-0.134423,0.134423,0,0.0670591,-0.134118,0.134118
RECH018,0,0.0672113,-0.134423,0.134423,0,0.0671451,-0.13429,0.13429
RECH019,0,0.0672113,-0.134423,0.134423,0,0.0671332,-0.134266,0.134266
RECH020,0,0.0672113,-0.134423,0.134423,0,0.0670851,-0.13417,0.13417
RECH021,0,0.0672113,-0.134423,0.134423,0,0.0670602,-0.13412,0.13412
RECH022,0,0.0672113,-0.134423,0.134423,0,0.0670986,-0.134197,0.134197
RECH023,0,0.0672113,-0.134423,0.134423,0,0.0671645,-0.134329,0.134329
RECH024,0,0.0672113,-0.134423,0.134423,0,0.0671071,-0.134214,0.134214
RECH025,0,0.0672113,-0.134423,0.134423,0,0.067083,-0.134166,0.134166
RECH026,0,0.0672113,-0.134423,0.134423,0,0.0671268,-0.134254,0.134254
RECH027,0,0.0672113,-0.134423,0.134423,0,0.0671628,-0.134326,0.134326
RECH028,0,0.0672113,-0.134423,0.134423,0,0.0670939,-0.134188,0.134188
RECH029,0,0.0672113,-0.134423,0.134423,0,0.0670344,-0.134069,0.134069
RECH030,0,0.0672113,-0.134423,0.134423,0,0.0670755,-0.134151,0.134151
RECH031,0,0.0672113,-0.134423,0.134423,0,0.0670836,-0.134167,0.134167
SS000,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS001,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS002,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS003,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS004,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS005,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS006,0,0.5,-1,1,0,0.499997,-0.999993,0.999993
SS007,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS008,0,0.5,-1,1,0,0.499994,-0.999989,0.999989
SS009,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS010,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS011,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS012,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS013,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS014,0,0.5,-1,1,0,0.499995,-0.999991,0.999991
SS015,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS016,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS017,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS018,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS019,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS020,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS021,0,0.5,-1,1,0,0.499995,-0.999991,0.999991
SS022,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS023,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS024,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS025,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS026,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS027,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS028,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS029,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS030,0,0.5,-1,1,0,0.499997,-0.999993,0.999993
SS031,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS100,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS101,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS102,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS103,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS104,0,0.5,-1,1,0,0.499997,-0.999994,0.999994
SS105,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS106,0,0.5,-1,1,0,0.499997,-0.999993,0.999993
SS107,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS108,0,0.5,-1,1,0,0.499994,-0.999989,0.999989
SS109,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS110,0,0.5,-1,1,0,0.499996,-0.999993,0.999993
SS111,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS112,0,0.5,-1,1,0,0.499995,-0.999991,0.999991
SS113,0,0.5,-1,1,0,0.499996,-0.999991,0.999991
SS114,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS115,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS116,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS117,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS118,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS119,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS120,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS121,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS122,0,0.5,-1,1,0,0.499993,-0.999987,0.999987
SS123,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
SS124,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS125,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS126,0,0.5,-1,1,0,0.499994,-0.999989,0.999989
SS127,0,0.5,-1,1,0,0.499995,-0.999991,0.999991
SS128,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS129,0,0.5,-1,1,0,0.499995,-0.999989,0.999989
SS130,0,0.5,-1,1,0,0.499995,-0.99999,0.99999
SS131,0,0.5,-1,1,0,0.499994,-0.999988,0.999988
SS200,0,0.5,-1,1,0,0.499988,-0.999975,0.999975
SS201,0,0.5,-1,1,0,0.499983,-0.999967,0.999967
SS202,0,0.5,-1,1,0,0.499978,-0.999956,0.999956
SS203,0,0.5,-1,1,0,0.499972,-0.999944,0.999944
SS204,0,0.5,-1,1,0,0.499985,-0.99997,0.99997
SS205,0,0.5,-1,1,0,0.499985,-0.999969,0.999969
SS206,0,0.5,-1,1,0,0.499979,-0.999958,0.999958
SS207,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SS208,0,0.5,-1,1,0,0.499981,-0.999961,0.999961
SS209,0,0.5,-1,1,0,0.499975,-0.99995,0.99995
SS210,0,0.5,-1,1,0,0.499968,-0.999936,0.999936
SS211,0,0.5,-1,1,0,0.499979,-0.999957,0.999957
SS212,0,0.5,-1,1,0,0.499962,-0.999924,0.999924
SS213,0,0.5,-1,1,0,0.499965,-0.999929,0.999929
SS214,0,0.5,-1,1,0,0.499979,-0.999958,0.999958
SS215,0,0.5,-1,1,0,0.499974,-0.999948,0.999948
SS216,0,0.5,-1,1,0,0.499966,-0.999932,0.999932
SS217,0,0.5,-1,1,0,0.499974,-0.999948,0.999948
SS218,0,0.5,-1,1,0,0.499977,-0.999955,0.999955
SS219,0,0.5,-1,1,0,0.499973,-0.999947,0.999947
SS220,0,0.5,-1,1,0,0.499959,-0.999917,0.999917
SS221,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SS222,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SS223,0,0.5,-1,1,0,0.499979,-0.999958,0.999958
SS224,0,0.5,-1,1,0,0.499971,-0.999941,0.999941
SS225,0,0.5,-1,1,0,0.499974,-0.999947,0.999947
SS226,0,0.5,-1,1,0,0.499977,-0.999954,0.999954
SS227,0,0.5,-1,1,0,0.499978,-0.999955,0.999955
SS228,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SS229,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SS230,0,0.5,-1,1,0,0.499969,-0.999937,0.999937
SS231,0,0.5,-1,1,0,0.49997,-0.999939,0.999939
SY000,0,0.211275,-0.422549,0.422549,0,0.21064,-0.42128,0.42128
SY001,0,0.211275,-0.422549,0.422549,0,0.210219,-0.420437,0.420437
SY002,0,0.211275,-0.422549,0.422549,0,0.209933,-0.419865,0.419865
SY003,0,0.211275,-0.422549,0.422549,0,0.209667,-0.419334,0.419334
SY004,0,0.211275,-0.422549,0.422549,0,0.209969,-0.419938,0.419938
SY005,0,0.211275,-0.422549,0.422549,0,0.210296,-0.420591,0.420591
SY006,0,0.211275,-0.422549,0.422549,0,0.210254,-0.420509,0.420509
SY007,0,0.211275,-0.422549,0.422549,0,0.20997,-0.419941,0.419941
SY008,0,0.211275,-0.422549,0.422549,0,0.209113,-0.418226,0.418226
SY009,0,0.211275,-0.422549,0.422549,0,0.209991,-0.419982,0.419982
SY010,0,0.211275,-0.422549,0.422549,0,0.209941,-0.419882,0.419882
SY011,0,0.211275,-0.422549,0.422549,0,0.209986,-0.419972,0.419972
SY012,0,0.211275,-0.422549,0.422549,0,0.20944,-0.41888,0.41888
SY013,0,0.211275,-0.422549,0.422549,0,0.210072,-0.420145,0.420145
SY014,0,0.211275,-0.422549,0.422549,0,0.210383,-0.420765,0.420765
SY015,0,0.211275,-0.422549,0.422549,0,0.210203,-0.420406,0.420406
SY016,0,0.211275,-0.422549,0.422549,0,0.210093,-0.420185,0.420185
SY017,0,0.211275,-0.422549,0.422549,0,0.209746,-0.419492,0.419492
SY018,0,0.211275,-0.422549,0.422549,0,0.210349,-0.420697,0.420697
SY019,0,0.211275,-0.422549,0.422549,0,0.210089,-0.420178,0.420178
SY020,0,0.211275,-0.422549,0.422549,0,0.209678,-0.419356,0.419356
SY021,0,0.211275,-0.422549,0.422549,0,0.209361,-0.418723,0.418723
SY022,0,0.211275,-0.422549,0.422549,0,0.209423,-0.418846,0.418846
SY023,0,0.211275,-0.422549,0.422549,0,0.210507,-0.421013,0.421013
SY024,0,0.211275,-0.422549,0.422549,0,0.210069,-0.420137,0.420137
SY025,0,0.211275,-0.422549,0.422549,0,0.209796,-0.419591,0.419591
SY026,0,0.211275,-0.422549,0.422549,0,0.210062,-0.420124,0.420124
SY027,0,0.211275,-0.422549,0.422549,0,0.210601,-0.421201,0.421201
SY028,0,0.211275,-0.422549,0.422549,0,0.210087,-0.420173,0.420173
SY029,0,0.211275,-0.422549,0.422549,0,0.209665,-0.41933,0.41933
SY030,0,0.211275,-0.422549,0.422549,0,0.210023,-0.420045,0.420045
SY031,0,0.211275,-0.422549,0.422549,0,0.210206,-0.420412,0.420412
SY100,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY101,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY102,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY103,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY104,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY105,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY106,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY107,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY108,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY109,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY110,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY111,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY112,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY113,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY114,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY115,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY116,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY117,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY118,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY119,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY120,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY121,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY122,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY123,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY124,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY125,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY126,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY127,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY128,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY129,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY130,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY131,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY200,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY201,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY202,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY203,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY204,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY205,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY206,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY207,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY208,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY209,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY210,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY211,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY212,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY213,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY214,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY215,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY216,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY217,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY218,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY219,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY220,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY221,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY222,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY223,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY224,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY225,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY226,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY227,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY228,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY229,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY230,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
SY231,0,0.211275,-0.422549,0.422549,0,0.211275,-0.422549,0.422549
VKA100,0,0.5,-1,1,0,0.499985,-0.999969,0.999969
VKA101,0,0.5,-1,1,0,0.49999,-0.999979,0.999979
VKA102,0,0.5,-1,1,0,0.499984,-0.999968,0.999968
VKA103,0,0.5,-1,1,0,0.49592,-0.991839,0.991839
VKA104,0,0.5,-1,1,0,0.499991,-0.999981,0.999981
VKA105,0,0.5,-1,1,0,0.499996,-0.999992,0.999992
VKA106,0,0.5,-1,1,0,0.499992,-0.999983,0.999983
VKA107,0,0.5,-1,1,0,0.499216,-0.998431,0.998431
VKA108,0,0.5,-1,1,0,0.49999,-0.99998,0.99998
VKA109,0,0.5,-1,1,0,0.499993,-0.999986,0.999986
VKA110,0,0.5,-1,1,0,0.499704,-0.999409,0.999409
VKA111,0,0.5,-1,1,0,0.499981,-0.999963,0.999963
VKA112,0,0.5,-1,1,0,0.499973,-0.999946,0.999946
VKA113,0,0.5,-1,1,0,0.499745,-0.999491,0.999491
VKA114,0,0.5,-1,1,0,0.499968,-0.999936,0.999936
VKA115,0,0.5,-1,1,0,0.499985,-0.999971,0.999971
VKA116,0,0.5,-1,1,0,0.499702,-0.999405,0.999405
VKA117,0,0.5,-1,1,0,0.499987,-0.999973,0.999973
VKA118,0,0.5,-1,1,0,0.499979,-0.999957,0.999957
VKA119,0,0.5,-1,1,0,0.499982,-0.999965,0.999965
VKA120,0,0.5,-1,1,0,0.49932,-0.99864,0.99864
VKA121,0,0.5,-1,1,0,0.499986,-0.999971,0.999971
VKA122,0,0.5,-1,1,0,0.49999,-0.999979,0.999979
VKA123,0,0.5,-1,1,0,0.499988,-0.999976,0.999976
VKA124,0,0.5,-1,1,0,0.499629,-0.999258,0.999258
VKA125,0,0.5,-1,1,0,0.499985,-0.999971,0.999971
VKA126,0,0.5,-1,1,0,0.499989,-0.999978,0.999978
VKA127,0,0.5,-1,1,0,0.499991,-0.999982,0.999982
VKA128,0,0.5,-1,1,0,0.499467,-0.998934,0.998934
VKA129,0,0.5,-1,1,0,0.499941,-0.999882,0.999882
VKA130,0,0.5,-1,1,0,0.499945,-0.999889,0.999889
VKA131,0,0.5,-1,1,0,0.499246,-0.998492,0.998492
WELFLUX_000,0,0.5,-1,1,0,0.106879,-0.213759,0.213759
WELFLUX_001,0,0.5,-1,1,0,0.453079,-0.906158,0.906158
WELFLUX_002,0,0.5,-1,1,0,0.443037,-0.886074,0.886074
WELFLUX_003,0,0.5,-1,1,0,0.384468,-0.768935,0.768935
WELFLUX_004,0,0.5,-1,1,0,0.348412,-0.696824,0.696824
WELFLUX_005,0,0.5,-1,1,0,0.360642,-0.721284,0.721284
WELFLUX_006,0,0.5,-1,1,0,0.405103,-0.810207,0.810207
WELFLUX_007,0,0.5,-1,1,0,0.41284,-0.82568,0.82568
WELFLUX_008,0,0.5,-1,1,0,0.377654,-0.755308,0.755308
WELFLUX_009,0,0.5,-1,1,0,0.330114,-0.660228,0.660228
WELFLUX_010,0,0.5,-1,1,0,0.280109,-0.560218,0.560218
WELFLUX_011,0,0.5,-1,1,0,0.310774,-0.621548,0.621548
WELFLUX_012,0,0.5,-1,1,0,0.37689,-0.75378,0.75378
WELFLUX_013,0,0.5,-1,1,0,0.434572,-0.869143,0.869143
WELFLUX_014,0,0.5,-1,1,0,0.459784,-0.919568,0.919568
WELFLUX_015,0,0.5,-1,1,0,0.434629,-0.869258,0.869258
WELFLUX_016,0,0.5,-1,1,0,0.381916,-0.763831,0.763831
WELFLUX_017,0,0.5,-1,1,0,0.364058,-0.728115,0.728115
WELFLUX_018,0,0.5,-1,1,0,0.30137,-0.60274,0.60274
WELFLUX_019,0,0.5,-1,1,0,0.24375,-0.487501,0.487501
WELFLUX_020,0,0.5,-1,1,0,0.222134,-0.444268,0.444268
WELFLUX_021,0,0.5,-1,1,0,0.238821,-0.477642,0.477642
WELFLUX_022,0,0.5,-1,1,0,0.274465,-0.548931,0.548931
WELFLUX_023,0,0.5,-1,1,0,0.347037,-0.694073,0.694073
WELFLUX_024,0,0.5,-1,1,0,0.422894,-0.845788,0.845788
